1187194952,1144506743,1143834288,1195781693,1176678277,1155131208,1189126104,1207628401,1132039557,1158905390,1171543487,1160152091,1170271617,1163790197,1171023875,1160352168,1149584882,1195286707,1203478596,1197732057,1160695610,1214807574,1182945242,1088877747,1107465588,1095019740,1060969139,1114735995,1094340520,1086199078,1107037453,1123627884,1089094897,1073093284,1118498917,1096305471,1084454727,1111740956,1100038123,1087351725,1084612193,1075761288,1125602937,1108366038,1110634465,1083724413,859028707,860106145,820501392,832002426,834735576,841019850,822653007,872370956,844907406,842415800,837753195,864176222,834244931,853281223,868641059,871220024,873962866,846644103,838391045,818061145,833918580,837718958,842123366,1460286859,1427880955,1428920546,1409060595,1385937490,1403130549,1449750892,1422126675,1404323663,1380706042,1427867418,1437086324,1458871137,1466008557,1439475053,1422004236,1452834987,1407523259,1426815929,1438016366,1426051982,1388128583,1399369012,782206772,788532767,771760661,769741687,779515260,800492468,797350254,778214203,812489412,794007618,815009810,805618453,799983963,777919172,779183629,787812410,783907880,807100287,788929034,793617072,803286178,771735845,818161505,1307859929,1314340828,1366886856,1342553690,1338456938,1328590400,1337024655,1377078467,1353053267,1339639062,1380506224,1319408018,1342492747,1301759072,1310420820,1343772742,1330434290,1339223211,1325157438,1348461692,1335815107,1336682920,1333217095
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
